A,B,C,D
105,3,I-speech,
105,3,I-speech,
105,4,B-speech,PRESIDENTE
105,5,B-speech,MODIGLIANI
105,5,I-speech,
105,5,I-speech,
105,5,I-speech,
105,5,I-speech,
105,5,I-speech,
105,5,I-speech,
106,0,B-header,
106,0,I-header,
106,0,I-header,
106,0,I-header,
106,1,B-title,
106,1,B-title,
106,2,B-presidencydeclaration,
106,3,B-title,
106,4,B-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,4,I-other,
106,5,B-description,
106,6,B-speechnotext,"GALLENGA, segretario"
106,999,B-footer,
106,999,I-footer,
107,0,B-header,
107,0,I-header,
107,0,I-header,
107,0,I-header,
107,1,H-speech,[hidden]
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
107,1,I-speech,
108,0,B-header,
108,0,I-header,
108,0,I-header,
108,0,I-header,
108,1,B-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
108,1,I-text,
109,0,B-header,
109,0,I-header,
109,0,I-header,
109,0,I-header,
109,1,H-speech,[hidden]
109,2,B-speech,Senatore ROSSI A.
109,3,B-speech,"DEPRETIS, Presidente del Consiglio, Ministro dell'Interno"
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
109,3,I-speech,
110,0,B-header,
110,0,I-header,
110,0,I-header,
110,0,I-header,
110,1,H-speech,[hidden]
110,2,B-speech,PRESIDENTE
110,3,B-description,
110,4,B-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,4,I-other,
110,5,B-other,
110,5,I-other,
110,5,I-other,
110,5,I-other,
111,0,B-header,
111,0,I-header,
111,0,I-header,
111,0,I-header,
111,1,H-speech,[hidden]
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,1,I-speech,
111,2,B-speech,"Crispi, presidente del Consiglio"
111,3,B-speech,Rinaldi Antonio
111,3,I-speech,
111,999,B-footer,
112,0,B-header,
112,0,I-header,
112,0,I-header,
112,0,I-header,
112,1,H-speech,[hidden]
112,1,I-speech,
112,1,I-speech,
112,1,I-speech,
112,1,I-speech,
112,1,I-speech,
112,1,I-speech,
112,2,B-speech,Zeppa
112,3,B-speech,"Guicciardini, relatore"
112,4,B-speech,Zeppa
112,5,B-speech,"Guicciardini, relatore"
112,5,I-speech,
112,5,I-speech,
113,0,B-header,
113,0,I-header,
113,0,I-header,
113,0,I-header,
113,1,H-text,[hidden]
113,1,I-text,
113,1,I-text,
113,2,H-text,[hidden]
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
113,2,I-text,
114,0,B-header,
114,0,I-header,
114,0,I-header,
114,1,B-title,
114,1,B-title,
114,2,B-speech,BERLINGUER
114,3,B-text,Il Ministro TOGLIATTI
114,3,I-text,
114,3,I-text,
114,3,I-text,
114,3,I-text,
114,3,I-text,
114,4,B-speech,CAPPA
114,4,I-speech,
114,5,H-text,[hidden]
114,5,I-text,
114,5,I-text,
114,5,I-text,
114,5,I-text,
115,0,B-header,
115,0,I-header,
115,1,H-speech,[hidden]
115,1,I-speech,
115,2,B-speech,PRESIDENTE
115,3,B-text,MELLANA
115,4,N-speech,[inferred] PRESIDENTE
115,5,B-speech,"SELLA, ministro per le finanze"
115,5,I-speech,
115,5,I-speech,
115,5,I-speech,
115,5,I-speech,
115,5,I-speech,
115,5,I-speech,
115,5,I-speech,
115,6,B-speech,MELLANA
115,7,U-speech,[unknown] Voci
115,8,B-speech,PRESIDENTE
115,9,B-speech,MELLANA
115,10,B-speech,PRESIDENTE
115,11,B-speech,MELLANA
115,11,I-speech,
115,11,I-speech,
115,12,B-speech,PRESIDENTE
115,13,B-speech,MANCINI P. S.
115,13,I-speech,
115,13,I-speech,
115,13,I-speech,
115,13,I-speech,
115,13,I-speech,
116,0,B-header,
116,0,I-header,
116,0,I-header,
116,0,I-header,
116,1,H-speech,[hidden]
116,2,B-speech,"Martini, ministro dell'istruzione pubblica"
116,3,B-speech,Presidente
116,4,B-article,
116,4,I-article,
116,4,I-article,
116,5,N-speech,[inferred] presidente
116,6,B-description,
116,7,B-article,
116,8,B-description,
116,9,B-article,
116,10,B-description,
116,11,N-speech,[inferred] presidente
116,12,B-title,
116,13,B-speech,Presidente
116,13,I-speech,
116,14,B-article,
116,14,I-article,
116,15,N-speech,[inferred] Presidente
116,16,B-speech,Rizzetti
116,16,I-speech,
116,16,I-speech,
116,16,I-speech,
116,16,I-speech,
117,0,B-header,
117,0,I-header,
117,1,H-speech,[hidden]
117,1,I-speech,
117,1,I-speech,
117,2,B-speech,BRUNIER M.
117,2,I-speech,
117,2,I-speech,
117,2,I-speech,
117,3,B-speech,"PALEOCAPA, ministro dei lavori pubblici"
117,3,I-speech,
117,3,I-speech,
117,3,I-speech,
117,4,B-speech,MARTINET M.
117,4,I-speech,
117,4,I-speech,
117,5,B-speech,"PALEOCAPA, ministro dei lavori pubblici"
117,5,I-speech,
117,5,I-speech,
117,5,I-speech,
117,5,I-speech,
117,6,B-speech,BRUNIER M.
117,6,I-speech,
117,6,I-speech,
117,6,I-speech,
117,6,I-speech,
117,6,I-speech,
117,7,B-speech,"PALEOCAPA, ministro dei lavori pubblici"
117,7,I-speech,
118,0,B-header,
118,0,I-header,
118,0,I-header,
118,0,I-header,
118,1,H-speech,[hidden]
118,1,I-speech,
118,1,I-speech,
118,1,I-speech,
118,1,I-speech,
118,1,I-speech,
118,1,I-speech,
118,2,B-speech,Santini
118,3,B-speech,Del Balzo Carlo
118,4,B-speech,"Arlotta, relatore"
118,4,I-speech,
118,4,I-speech,
118,4,I-speech,
119,0,B-header,
119,0,I-header,
119,0,I-header,
119,0,I-header,
119,1,H-speech,[hidden]
119,2,B-speech,PRESIDENTE
119,3,B-description,
119,4,B-title,
119,5,B-speech,PRESIDENTE
119,6,B-speech,"CAPPELLI, relatori"
119,7,B-speech,"BERGAMASCO, relatore"
119,8,B-speech,PRESIDENTE
119,9,B-other,
119,10,B-speech,PRESIDENTE
119,11,B-article,
119,12,N-speech,[inferred] PRESIDENTE
119,12,I-speech,
119,12,I-speech,
119,12,I-speech,
119,12,I-speech,
119,12,I-speech,
119,12,I-speech,
119,13,B-speech,"GIANTURCO, ministro dei lavori pubblici"
119,14,B-speech,PRESIDENTE
119,15,B-article,
119,16,N-speech,[inferred] PRESIDENTE
119,17,B-article,
119,18,N-speech,[inferred] PRESIDENTE
119,18,B-description,
119,19,N-speech,[inferred] PRESIDENTE
119,20,B-description,
120,0,B-header,
120,0,I-header,
120,1,H-speech,[hidden]
120,1,I-speech,
120,1,I-speech,
120,1,I-speech,
120,1,I-speech,
120,1,I-speech,
120,1,I-speech,
120,2,B-speech,DE FILIPPO
120,3,B-speech,COCCO
120,4,B-speech,DE FILIPPO
120,4,I-speech,
120,4,I-speech,
120,4,I-speech,
120,4,I-speech,
120,4,I-speech,
120,5,B-speech,DE LUCA
120,5,I-speech,
120,5,I-speech,
120,6,B-speech,"SELLA, ministro per le finanze"
120,6,I-speech,
121,0,B-header,
121,0,I-header,
121,0,I-header,
121,0,I-header,
121,1,H-text,[hidden]
121,2,B-speech,Mancini
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
121,2,I-speech,
122,0,B-header,
122,0,I-header,
122,0,I-header,
122,0,I-header,
122,1,H-speech,[hidden]
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,1,I-speech,
122,2,B-speech,PUGLIESE-GIANNONE
122,2,I-speech,
122,2,I-speech,
122,2,I-speech,
122,3,B-speech,FUSCO
122,3,I-speech,
122,3,I-speech,
122,3,I-speech,
122,4,B-speech,PRESIDENTE
123,0,B-header,
123,0,I-header,
123,0,I-header,
123,1,H-speech,[hidden]
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
123,1,I-speech,
124,0,B-header,
124,0,I-header,
124,0,I-header,
124,0,I-header,
124,1,H-speech,[hidden]
124,1,I-speech,
124,1,I-speech,
124,1,I-speech,
124,1,I-speech,
124,2,B-speech,PLEBANO
124,3,B-speech,"MELODIA, relatore"
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
124,3,I-speech,
125,0,B-header,
125,0,I-header,
125,0,I-header,
125,0,I-header,
125,1,B-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,1,I-text,
125,2,H-speech,[hidden]
125,3,B-speech,"Chimirri, ministro delle finanze"
125,4,B-speech,Presidente
125,5,B-description,
125,6,B-text,
125,7,B-speech,Vischi
125,8,B-speech,Presidente
125,9,B-speech,Vischi
126,0,B-header,
126,0,I-header,
126,1,H-speech,[hidden]
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,1,I-speech,
126,999,B-footer,
127,0,B-header,
127,0,I-header,
127,0,I-header,
127,0,I-header,
127,1,B-speech,PRESIDENTE
127,2,B-speech,Senatore RIBERI
127,3,B-speech,PRESIDENTE
127,4,B-speech,Senatore RIBERI
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,4,I-speech,
127,5,B-speech,PRESIDENTE
127,6,B-speech,"COLOMBO, ministro delle finanze"
128,0,B-header,
128,0,I-header,
128,0,I-header,
128,0,I-header,
128,1,B-article,
128,1,I-article,
128,2,B-article,
128,2,I-article,
128,2,I-article,
128,3,B-article,
128,3,I-article,
128,3,I-article,
128,4,B-article,
128,4,I-article,
128,4,I-article,
128,5,B-article,
128,5,I-article,
128,6,B-article,
128,6,I-article,
128,7,B-article,
128,7,I-article,
128,8,B-article,
128,8,I-article,
128,8,I-article,
128,8,I-article,
129,0,B-header,
129,0,I-header,
129,0,I-header,
129,0,I-header,
129,1,H-speech,[hidden]
129,1,I-speech,
129,1,I-speech,
129,1,I-speech,
129,2,B-speech,PRESIDENTE
129,2,I-speech,
129,2,I-speech,
129,2,I-speech,
129,2,I-speech,
129,3,B-article,
129,3,I-article,
129,3,I-article,
129,4,N-speech,[inferred] PRESIDENTE
129,5,B-article,
129,6,N-speech,[inferred] PRESIDENTE
129,7,B-speech,BAZOLI
129,7,I-speech,
129,7,I-speech,
130,0,B-header,
130,0,I-header,
130,0,I-header,
130,0,I-header,
130,0,I-header,
130,1,H-speech,[hidden]
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,1,I-speech,
130,2,B-text,
130,2,I-text,
131,0,B-header,
131,0,I-header,
131,0,I-header,
131,0,I-header,
131,1,H-speech,[hidden]
131,1,I-speech,
131,1,I-speech,
131,1,I-speech,
131,2,B-speech,Presidente
131,3,B-speech,Sanguinetti
131,3,I-speech,
131,3,I-speech,
131,4,B-speech,Di Lenna
131,5,B-speech,Sanguinetti
131,5,I-speech,
131,5,I-speech,
131,6,B-speech,Presidente
131,6,I-speech,
131,7,B-speech,Sanguinetti
131,8,B-speech,Presidente
131,9,B-speech,Sanguinetti
131,10,B-speech,Presidente
131,11,B-speech,Sanguinetti
131,12,B-speech,Presidente
131,13,B-speech,Sanguinetti
131,13,I-speech,
131,13,I-speech,
131,14,B-speech,Presidente
131,15,B-speech,Sanguinetti
131,16,B-speech,Presidente
131,17,B-speech,Sanguinetti
131,18,B-speech,Presidente
131,19,B-speech,Sanguinetti
131,20,B-speech,Presidente
131,21,B-speech,Sanguinetti
132,0,B-header,
132,0,I-header,
132,0,I-header,
132,0,I-header,
132,1,H-speech,[hidden]
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
132,1,I-speech,
133,0,B-header,
133,0,I-header,
133,0,I-header,
133,0,I-header,
133,1,H-speech,[hidden]
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,1,I-speech,
133,2,U-speech,[unknown] Una voce
133,3,B-speech,DONATI
134,0,B-header,
134,0,I-header,
134,1,H-speech,[hidden]
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
134,1,I-speech,
135,0,B-header,
135,0,I-header,
135,0,I-header,
135,0,I-header,
135,1,H-speech,[hidden]
135,1,I-speech,
135,1,I-speech,
135,1,I-speech,
135,1,I-speech,
135,1,I-speech,
135,1,I-speech,
135,1,I-speech,
135,2,B-other,
135,2,I-other,
136,0,B-header,
136,0,I-header,
136,0,I-header,
136,0,I-header,
136,1,H-speech,[hidden]
136,1,I-speech,
136,2,B-speech,Presidente
136,3,B-title,
136,4,B-speech,PRESIDENTE
136,5,B-title,
136,6,B-speech,PRESIDENTE
136,6,I-speech,
136,7,B-description,
136,8,B-title,
136,9,B-speech,PRESIDENTE
136,9,I-speech,
136,9,I-speech,
136,10,B-title,
136,11,B-speech,PRESIDENTE
136,11,I-speech,
136,12,B-speech,PIERANTONI
136,12,I-speech,
136,12,I-speech,
136,999,B-footer,
137,0,B-header,
137,0,I-header,
137,0,I-header,
137,0,I-header,
137,1,H-speech,[hidden]
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
137,1,I-speech,
138,0,B-header,
138,0,I-header,
138,0,I-header,
138,0,I-header,
138,1,B-other,
138,1,I-other,
138,1,I-other,
138,1,I-other,
138,2,B-other,
138,2,I-other,
138,2,I-other,
138,2,I-other,
138,2,I-other,
138,2,I-other,
139,0,B-header,
139,0,I-header,
139,0,I-header,
139,1,H-speech,[hidden]
139,1,I-speech,
139,2,B-text,
139,3,B-speech,PRESIDENTE
139,4,B-description,
139,5,B-speech,COLASANTO
139,6,B-speech,PISCITELLI
139,7,B-speech,"LA VOLPE, Relatore per la Commissione Ricostruzione, Lavori pubblici e Comunicazioni"
139,8,B-speech,"BRUNO, Sottosegretario di Stato per i lavori pubblici"
139,9,B-speech,PRESIDENTE
139,10,B-description,
139,11,B-speech,MANES ANTONIO
139,12,B-description,
139,13,B-speech,FIORE
139,14,B-speech,"RICCI, Relatore per la commissione Finanze e Tesoro"
139,15,B-speech,FIORE
139,16,B-speech,"LA VOLPE, Relatore per la Commissione Ricostruzione, Lavori pubblici e Comunicazioni"
139,17,B-text,
139,18,B-speech,MANES ANTONIO
139,19,B-speech,CATENACCI
139,20,B-speech,GABRIELE CESARE
139,21,B-text,
140,0,B-header,
140,0,I-header,
140,0,I-header,
140,0,I-header,
140,1,H-speech,[hidden]
140,2,B-text,
140,2,I-text,
140,2,I-text,
140,2,I-text,
140,3,H-speech,[hidden]
140,4,B-speech,MASSARI
140,5,B-speech,PRESIDENTE
140,6,B-description,
140,7,B-speech,MASCILLI
140,7,I-speech,
140,8,B-speech,PRESIDENTE
140,8,I-speech,
140,8,I-speech,
140,9,B-speech,MASCILLI
140,10,B-title,
140,11,B-speech,PRESIDENTE
140,12,B-speech,"MANTELLINI, relatore"
140,13,B-speech,PRESIDENTE
140,14,B-speech,"MINGHETTI, presidente del Consiglio"
140,15,B-speech,PRESIDENTE
140,15,I-speech,
140,16,B-description,
140,17,B-speech,"CASTELLANO, relatore"
140,18,B-speech,"PELUSO, relatore"
140,19,B-speech,PRESIDENTE
141,0,B-header,
141,0,I-header,
141,0,I-header,
141,0,I-header,
141,1,H-speech,[hidden]
141,2,B-speech,Presidente
141,3,B-speech,Bovio
141,4,B-speech,Presidente
141,5,B-speech,Bovio
141,5,I-speech,
141,6,B-speech,Presidente
141,6,I-speech,
141,6,I-speech,
141,7,B-text,
141,7,B-speech,"Giolitti, presidente del Consiglio"
141,7,I-speech,
141,7,I-speech,
141,8,N-speech,[inferred] presidente
141,8,B-speech,Presidenfe
141,9,B-text,
141,9,B-speech,Sonnino
141,10,N-speech,[inferred] presidente
141,10,B-speech,Presidente
141,11,B-text,
141,11,B-speech,Palberti
141,12,N-speech,[inferred] presidente
141,12,B-speech,Presidente
141,13,B-text,
141,13,B-speech,Carcano
141,14,N-speech,[inferred] presidente
142,0,B-header,
142,0,I-header,
142,0,I-header,
142,0,I-header,
142,1,H-speech,[hidden]
142,2,B-speech,SAN MARTINO
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
142,2,I-speech,
143,0,B-header,
143,0,I-header,
143,0,I-header,
143,0,I-header,
143,1,B-article,
143,1,I-article,
143,2,B-description,
143,3,B-article,
143,3,I-article,
143,3,I-article,
143,4,B-description,
143,5,B-article,
143,5,I-article,
143,6,B-description,
143,7,N-speech,[inferred] PRESIDENTE
143,8,B-title,
143,9,B-speech,PRESIDENTE
143,9,I-speech,
143,9,I-speech,
143,10,B-speechnotext,"MARCELLO, segretario"
143,11,B-article,
143,11,I-article,
143,12,B-speech,PRESIDENTE
143,13,B-title,
143,14,B-speech,PRESIDENTE
143,14,I-speech,
143,15,B-speechnotext,"MARCELLO, segretario"
143,16,B-article,
143,16,I-article,
144,0,B-header,
144,0,I-header,
144,0,I-header,
144,0,I-header,
144,1,H-speech,[hidden]
144,2,B-description,
144,3,B-title,
144,4,B-speech,PRESIDENTE
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
144,4,I-speech,
145,0,B-header,
145,0,I-header,
145,0,I-header,
145,0,I-header,
145,1,H-speech,[hidden]
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,1,I-speech,
145,2,B-speech,Presidente
145,3,B-speech,Giusso
145,3,I-speech,
145,3,I-speech,
145,3,I-speech,
145,3,I-speech,
145,3,I-speech,
146,0,B-header,
146,0,I-header,
146,0,I-header,
146,0,I-header,
146,1,H-speech,[hidden]
146,1,I-speech,
146,1,I-speech,
146,2,B-speech,De Cesare
146,3,B-speech,"Finocchiaro-Aprile, ministro di grazia e giustizia"
146,3,I-speech,
146,3,I-speech,
146,3,I-speech,
146,3,I-speech,
146,3,I-speech,
146,3,I-speech,
146,4,B-speech,De Cesare
146,5,U-speech,[unknown] Una voce
146,6,B-speech,"Finocchiaro-Aprile, ministro di grazia e giustizia"
146,6,I-speech,
146,6,I-speech,
146,6,I-speech,
146,6,I-speech,
146,7,U-speech,[unknown] Voci
146,8,B-speech,Presidente
146,9,U-speech,[unknown] Voci
146,10,B-speech,Presidente
147,0,B-header,
147,0,I-header,
147,0,I-header,
147,0,I-header,
147,1,H-speech,[hidden]
147,1,I-speech,
147,2,B-description,
147,3,N-speech,[inferred] Presidente
147,3,I-speech,
147,4,B-description,
147,5,N-speech,[inferred] Presidente
147,6,B-description,
148,0,B-header,
148,0,I-header,
148,0,I-header,
148,0,I-header,
148,1,B-title,
148,2,B-presidencydeclaration,
148,3,B-title,
148,4,B-other,
148,5,B-description,
148,6,B-speechnotext,"VISOCCHI, segretario"
148,7,B-title,
148,8,B-speech,PRESIDENTE
148,9,B-description,
148,10,B-title,
148,11,B-speech,PRESIDENTE
148,11,I-speech,
148,11,I-speech,
148,12,B-speech,LIBERTINI GESUALDO
148,13,B-speech,PRESIDENTE
148,13,I-speech,
148,999,B-footer,
149,0,B-header,
149,0,I-header,
149,0,I-header,
149,0,I-header,
149,1,H-speech,[hidden]
149,1,I-speech,
149,2,B-description,
149,3,N-speech,[inferred] Presidente
149,3,I-speech,
149,4,B-description,
149,5,N-speech,[inferred] Presidente
149,5,I-speech,
149,6,B-description,
149,7,N-speech,[inferred] Presidente
149,7,I-speech,
149,8,B-description,
149,9,N-speech,[inferred] Presidente
149,9,I-speech,
149,9,I-speech,
149,10,B-description,
149,11,N-speech,[inferred] Presidente
149,11,I-speech,
149,12,B-description,
149,13,N-speech,[inferred] Presidente
149,13,I-speech,
149,14,B-description,
149,15,N-speech,[inferred] Presidente
149,15,I-speech,
149,16,B-description,
149,17,N-speech,[inferred] Presidente
149,17,I-speech,
149,18,B-description,
150,0,B-header,
150,0,I-header,
150,0,I-header,
150,0,I-header,
150,1,B-title,
150,2,B-presidencydeclaration,
150,3,B-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,3,I-other,
150,4,B-description,
150,5,B-speechnotext,"VISOCCHI, segretario"
150,6,B-title,
150,7,B-speech,PRESIDENTE
150,8,B-speech,"VISOCCHI, segretario"
150,8,I-speech,
150,9,B-title,
150,10,B-speech,PRESIDENTE
150,11,B-description,
150,999,B-footer,
151,0,B-header,
151,0,I-header,
151,1,H-speech,[hidden]
151,1,I-speech,
151,2,B-text,
151,3,B-speech,RICCARDI
151,3,I-speech,
151,4,B-speech,VALERIO L.
151,4,I-speech,
151,4,I-speech,
151,5,B-speech,PRESIDENTE
151,6,B-text,
151,7,N-speech,[inferred] presidente
151,8,B-text,
151,9,N-speech,[inferred] presidente
151,10,B-description,
151,11,N-speech,[inferred] presidente
151,12,B-description,
151,13,B-speech,DI REVEL
151,14,B-speech,VALERIO L.
151,15,B-speech,AVIGDOR
151,16,B-speech,PRESIDENTE
151,17,B-speech,RICCARDI
151,18,B-speech,PRESIDENTE
151,19,B-speech,VALERIO L.
151,20,B-speech,PRESIDENTE
151,20,I-speech,
151,21,B-description,
151,22,B-title,
151,23,B-speech,PRESIDENTE
151,24,B-speech,"PALEOCAPA, ministro dei lavori pubblici"
151,25,B-speech,PRESIDENTE
151,26,B-speech,"PALEOCAPA, ministro dei lavori pubblici"
151,26,I-speech,
151,26,I-speech,
152,0,B-header,
152,0,I-header,
152,0,I-header,
152,1,H-speech,[hidden]
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,1,I-speech,
152,2,B-speech,PRESIDENTE
152,3,B-speech,BENEDETTI
152,3,I-speech,
152,3,I-speech,
152,3,I-speech,
153,0,B-header,
153,0,I-header,
153,0,I-header,
153,0,I-header,
153,1,H-speech,[hidden]
153,1,I-speech,
153,2,B-description,
153,3,N-speech,[inferred] Presidente
153,3,I-speech,
153,4,B-description,
153,5,N-speech,[inferred] Presidente
153,5,I-speech,
153,6,B-description,
153,7,N-speech,[inferred] Presidente
153,7,I-speech,
153,8,B-description,
153,9,N-speech,[inferred] Presidente
153,9,I-speech,
153,10,B-description,
153,11,N-speech,[inferred] Presidente
153,11,I-speech,
153,12,B-description,
153,13,N-speech,[inferred] Presidente
153,13,I-speech,
153,14,B-description,
153,15,N-speech,[inferred] Presidente
153,15,I-speech,
153,16,B-description,
153,17,N-speech,[inferred] Presidente
153,17,I-speech,
153,18,B-description,
153,19,N-speech,[inferred] Presidente
153,19,I-speech,
153,20,B-description,
153,21,B-title,
153,22,B-speech,PRESIDENTE
153,23,B-description,
153,23,I-description,
153,24,B-other,
153,24,I-other,
153,999,B-footer,
154,0,B-header,
154,0,I-header,
154,0,I-header,
154,0,I-header,
154,1,H-speech,[hidden]
154,1,I-speech,
154,1,I-speech,
154,1,I-speech,
154,1,I-speech,
155,0,B-header,
155,0,I-header,
155,1,H-speech,[hidden]
155,2,B-speech,PRESIDENTE
155,3,B-speech,CANTONI
155,4,B-speech,PRESIDENTE
155,5,B-speech,CANTONI
155,5,I-speech,
155,5,I-speech,
155,5,I-speech,
155,6,B-speech,FARA
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,6,I-speech,
155,7,B-speech,"BONGHI, relatore"
155,7,I-speech,
155,7,I-speech,
155,8,B-speech,PRESIDENTE
155,9,B-speech,TAMAIO
155,10,B-speech,PRESIDENTE
155,11,B-speech,TAMAIO
155,11,I-speech,
155,12,B-speech,PRESIDENTE
155,13,B-speech,TAMAIO
155,13,I-speech,
156,0,B-header,
156,0,I-header,
156,1,H-speech,[hidden]
156,2,B-speech,Senatore Ginori-Lisci
156,3,B-speech,Presidente
156,4,B-speech,Senatore Ginori-Lisci
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,4,I-speech,
156,5,B-speech,Ministro delle Finanze
156,6,B-speech,Presidente
156,7,B-speech,Ministro delle Finanze
156,8,B-speech,Senatore Ginori-Lisci
156,9,B-speech,Presidente
156,10,B-speech,Senatore Ginori-Lisci
156,10,I-speech,
156,11,B-speech,Presidente
156,12,B-speech,Senatore Lauzi
156,13,B-speech,Presidente
156,14,B-speech,Senatore Lauzi
156,14,I-speech,
156,999,B-footer,
157,0,B-header,
157,0,I-header,
157,0,I-header,
157,0,I-header,
157,1,B-article,
157,1,I-article,
157,1,I-article,
157,2,B-description,
157,3,B-article,
157,3,I-article,
157,3,I-article,
