source_pdf,source_page_1based,ramo,legislatura
/media/16TB/parlamento/pdf-resoconti/d9f1cef0899c2543bcaaa0127bafe55c.pdf,21,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/20eb977f030b91c99fb94f75f5e43ec1.pdf,2,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/e80e411aaef98e1a08ad702249e77764.pdf,3,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/3b1a6aa6baf709a4ed53dacd4ee024de.pdf,11,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/ced5d1ea9cbb12f89ff98bf923345eb6.pdf,17,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/357070.pdf,39,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/356265.pdf,1,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/420106.pdf,25,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/8d35e981ce1fa5cef097a81b0b21290e.pdf,50,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/0ec91bf1c73b2a87e6f1412c2aa5d317.pdf,46,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/5b1e837e00f9d95796414fdfacc0ce2a.pdf,33,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/423830.pdf,76,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/08289645a969bae56fe224eea226c326.pdf,21,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/49c645f0f02b8673f1480909c6884533.pdf,75,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/d0d7e03a07907ecdd72839218d41490f.pdf,13,camera,costituente
/media/16TB/parlamento/pdf-resoconti/42166fcbf405b648af23a2ac99bfc51b.pdf,7,camera,regno_07
/media/16TB/parlamento/pdf-resoconti/06e355f2c370426bfae11f3f8de9860e.pdf,48,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/b90d94eb9455d2774ee5fc2087caa85e.pdf,45,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/3af55a807e4ebd7a74fb736b144d9707.pdf,33,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/61dc0ef43cdf28a17fbd94cbad2824e4.pdf,24,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/23ba503a20aac586b3a6e0ff18e5f846.pdf,20,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/41100df158d22f4ab959afc189742f2d.pdf,75,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/e3ba266c5f26b87ec310e0c1baeb4ba4.pdf,1,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/34cb026e3f0badb04cc88235db41ac91.pdf,12,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/5d27a5ea95188ea42aaba28d6dbb152b.pdf,25,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/df04e9be4720aefdbc2805ebafe59f19.pdf,3,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/8cd95fc403fabe12c1d489896aab9e46.pdf,26,camera,regno_30
/media/16TB/parlamento/pdf-resoconti/4840a04143737426a0dd04247b7692a8.pdf,10,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/20a5a1f09f399ca3341da3a607683603.pdf,15,camera,costituente
/media/16TB/parlamento/pdf-resoconti/355206.pdf,11,senato,regno_05
/media/16TB/parlamento/pdf-resoconti/1bee74706d644fd6f55dbec63a9e249f.pdf,12,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/424060.pdf,28,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/425070.pdf,66,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/e1c455542105677f42574638bbe3f298.pdf,5,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/374902.pdf,20,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/faff1ec017942ac4ab58f804884f97ce.pdf,28,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/2291900a4e8065d08e41d0af50f1390d.pdf,13,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/cb3b3c2005152a3920d42b08b3a43006.pdf,30,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/c3834c1e57059e427f7f4c6730dd15a2.pdf,43,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/aad0c4f524b65f8e2a820b94bf3f7c51.pdf,9,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/422760.pdf,13,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/ca460ee475339c02446105f083960351.pdf,84,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/73bec565d0b308b4d41feb2abe6d1cf1.pdf,26,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/2f40c45fd5c1c3b3e0280b9a6c7e2aaa.pdf,16,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/420806.pdf,8,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/ee7ef33e5c24a6f0bf374ad0f1058fcc.pdf,87,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/21a4159af214fefafbcb5d7d3fa37924.pdf,8,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/9ac6dd01e3ae5d920bf34af546052d0a.pdf,13,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/a101ac9b0022d5d722fe0e4aa9aa4aa2.pdf,28,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/2c71c616a0ec401b26daba318ef6e03c.pdf,11,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/52226a274421afc5da0bd18aaccde84f.pdf,17,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/2b94983a25179fb2cd4961b42047a4fd.pdf,5,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/861690507e59aca515460d6886158814.pdf,42,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/355963.pdf,2,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/c7385c51c120cdaffd859103786beacc.pdf,15,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/bd7e377ee70e049c8674e77984caef4c.pdf,14,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/cec694b245160a297cd9454ef5f35ad0.pdf,31,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/b815a2695c7faf7e4bcd8fa5bfd063c7.pdf,24,camera,costituente
/media/16TB/parlamento/pdf-resoconti/e37c00730bb2ccd481a924f93d61ed8c.pdf,29,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/56bd73d909f654fea115a279f2c21af4.pdf,3,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/f37ceb7e2ef3f412d0ccdc6026594a83.pdf,24,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/d535dbead17aed1d94b7e2c3b3479382.pdf,5,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/5b3ab59f23496a8794dad70d1ded0acb.pdf,5,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/6d0c5df30198f1e8544c49f163307f0b.pdf,30,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/17ef25ee252365bb4fde5890cbb5fccc.pdf,15,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/420801.pdf,62,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/f3d7e3e56f4faf0f7364887f7e604608.pdf,22,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/4a2a36a4849515cc8158492d75b468f7.pdf,17,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/3222ecb6bb8c340712a13a9c68fef78f.pdf,20,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/9dd6c1df420e0439c3f7b5630c349b8d.pdf,42,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/05c5946284110321e1f6945a3bf1c52f.pdf,13,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/424980.pdf,20,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/db0552c322526ab439a08d2eea19e197.pdf,2,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/356989.pdf,18,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/c321a669093f6d7bb7367a1aa65ac793.pdf,2,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/420264.pdf,7,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/0a0bd5879c395af7087850209372db70.pdf,6,camera,consulta_nazionale
/media/16TB/parlamento/pdf-resoconti/675a00c98d8576311f666fea84cf241a.pdf,27,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/bfe625a186d94a715b4bbe29c47ad8c0.pdf,13,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/e5a588da7c7bfef5d10bc10ce3cfe176.pdf,17,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/e041359fc4ce32850e0596d66cc398ca.pdf,6,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/8c78510e8d26b450afeca4b8c6250ef2.pdf,6,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/e35a26045efde0a9b2cd615644d8367f.pdf,16,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/ba92647b88507e0f82648413d3aacacb.pdf,58,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/421825.pdf,24,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/ed78f951fc7241897d4c0c9de4b0ec71.pdf,37,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/9c04adfb08a6edfc621ac3ed4e5bcbc4.pdf,28,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/0bb2e2d13ba8f180aafe64b9ec06f86e.pdf,12,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/c50f9126001d2e058502b602a34eddfe.pdf,38,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/423183.pdf,17,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/424098.pdf,24,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/4a48a295c2aee311ff49d37d228cddbd.pdf,20,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/421817.pdf,17,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/424920.pdf,8,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/421943.pdf,23,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/e703da65e3787397032ad463446cf762.pdf,7,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/f7e08e3a270115db8d57f830a64694cc.pdf,14,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/6c0d4e8dd1d916b9a06e2a253194661a.pdf,20,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/421825.pdf,41,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/75b3b9d006bd5533d7f6bdf5b803a15b.pdf,1,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/51c1d822775197a4202cbd6ae9e06819.pdf,15,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/68dedf2f18169059d8a9ae77e967d0b8.pdf,26,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/421640.pdf,9,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/440f2ab3483338034c34fb1d0bed042e.pdf,5,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/dac73973c6d874370f85a533310ff6c2.pdf,36,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/d42406269ca9d69596449d4b525716d3.pdf,135,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/26eca7f25182ac535f106fec83def96f.pdf,7,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/424711.pdf,9,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/59002a8d79e8d3c55c0ac86bb2da67bd.pdf,41,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/2c1c0b097900da1fbbbcea2d017439f2.pdf,1,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/f236ed21eab9628488dc24dbd314261b.pdf,6,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/d2a63dd0112fa472e42d7c61a8d96dd2.pdf,43,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/423697.pdf,59,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/4850f15cfabb2fe4d49828ab66c5811d.pdf,62,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/4a0e768a77672acd52c99e62ac4c8f5c.pdf,16,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/5f5cc6ce6077b6c3633738dd7bea34d8.pdf,42,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/e75ff0829d1405a723e843328e6e200a.pdf,21,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/4b6efdad3fc579473a25cd62e8458391.pdf,3,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/424062.pdf,20,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/21fe2ee8f9aa3731e5152b16e6b2233b.pdf,18,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/25d7206977f872c6126ccb97bcb9b85d.pdf,4,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/9d44f35b4c9e986093a4197918460fec.pdf,7,camera,regno_09
/media/16TB/parlamento/pdf-resoconti/c32f15cf2580187c4e345dbec33d5a42.pdf,26,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/9ee1c7901aab090b90da48de3d4ca5e9.pdf,1,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/356518.pdf,24,senato,regno_09
/media/16TB/parlamento/pdf-resoconti/42474f591b96a99c531c569f93ea92e9.pdf,18,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/3dd96057954537b5dba2f14a34d3b5c3.pdf,8,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/e2b72a7c0c8d31c8d3c93051b2b0606d.pdf,14,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/76ac646db9116eac1e289834edea2b00.pdf,28,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/4e0bdcd43d5f174a43d683d9d0503d4d.pdf,23,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/508f97a6968d2a9f11d413df7ebfb641.pdf,14,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/71878623efbd3fba3cb5f4c17764cdf0.pdf,14,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/423225.pdf,25,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/422641.pdf,7,senato,regno_17
/media/16TB/parlamento/pdf-resoconti/95cf6bbefe168561b4f8261434ec79c9.pdf,23,camera,regno_09
/media/16TB/parlamento/pdf-resoconti/46281d9c47e6682b88fd001cdfe7bf54.pdf,25,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/4d9cd6d18ac3c143e445ff3abf0af424.pdf,58,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/406787.pdf,19,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/5b96280a5cdf6774baa7d99cfe75005d.pdf,1,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/379948.pdf,25,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/7d85c8dd987281eb822b52ec1f82e8ef.pdf,7,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/425285.pdf,74,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/ecbe881f84b744bb88ee32846ddd95de.pdf,41,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/421632.pdf,14,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/6c0e8b8fa75c974a928d04d5bd9e6e38.pdf,48,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/2499838b5b36e7826f0740f0eea0205f.pdf,8,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/1ce89c0197d182c6baaa41ceab115bce.pdf,20,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/423679.pdf,24,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/9e5f0f17129d80172e8f8e2af4085b7a.pdf,20,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/d7d1e1d71b1cb8e0c9ab9de7de62e295.pdf,13,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/349ef9955f31f1883e6c4837dde5fd22.pdf,30,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/54c224fe2da526e39e124174c89f6e16.pdf,58,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/10d821fa15b6002814a4a6ed6e7b7163.pdf,15,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/423627.pdf,53,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/0fa53b89a600c9d2b48594a011dbca0a.pdf,26,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/74c5373ad4bcae6cb065eb7dae281cff.pdf,32,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/f75f87cd139d97d4ae45388c6bfcfd63.pdf,12,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/3f150624b1899343949d647a45f37e6d.pdf,11,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/430928543d8742c738119ee73c1e84db.pdf,7,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/420430.pdf,23,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/dc62a950ca68ee49f84f7cd7ed1571f2.pdf,33,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/fa64d635f27d2876003d91e27049607c.pdf,50,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/70ae44541fd8c41cf74019ee2948e3c5.pdf,25,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/f2e3f06dad376b7086316b5022811fe3.pdf,20,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/ebcccb7765588aa6a0c219fb54d7493b.pdf,2,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/356284.pdf,5,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/65915b5186b71e5d8006ec172f526f55.pdf,19,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/423019.pdf,24,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/464b274d6d431222eb0f2219f3e822e6.pdf,21,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/377973.pdf,21,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/0ffabec1fea43c16cccd3794f5751f98.pdf,46,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/ce5bc97386e54845408a8eaa0a6f5b1f.pdf,26,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/ae095208afaecfbcbd986bc6b92362c6.pdf,14,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/421949.pdf,4,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/356044.pdf,7,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/b12c6270c858bf824155aff638baf201.pdf,51,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/d77c2e6851208df661a41b7859158eb2.pdf,5,camera,consulta_nazionale
/media/16TB/parlamento/pdf-resoconti/55917f38332d26ba5218de89ec99e779.pdf,39,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/137b086f2c9e83a1354d82fe3e95748e.pdf,19,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/ce225e7ea96fc49bcbee5281678e0aef.pdf,38,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/421683.pdf,5,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/947971ac7c01df812dfc37ea1d0fdea7.pdf,4,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/074de02d1e531f60afc06a5dd0105c60.pdf,34,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/423942.pdf,4,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/355867.pdf,3,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/d120515abd3ed250ee682609e94eba80.pdf,2,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/9e203920f40ecd92a756330b7c631b90.pdf,4,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/367843.pdf,8,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/3220f076b74b8bb6ffa63f221bed4cea.pdf,6,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/bafac30c516b6f8047281172382f52a8.pdf,10,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/b32d029674cd108b1eb32d2ae65076b5.pdf,30,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/1dd4b1498c4f7feb8cbcf14efae680ce.pdf,39,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/02697cc4b72de13f9a21118bf0187db1.pdf,33,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/424063.pdf,12,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/89fe2ff690516025ea82527899bb1d14.pdf,52,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/355933.pdf,20,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/d6069b505171dc5d3b08b087f42b34ed.pdf,9,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/151646410a2f2d9c3dac9b47f5c6173d.pdf,4,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/2df56906e0211a60425ae1c88e055210.pdf,2,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/1bc7b39724516811a1812cd8286392dc.pdf,11,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/028b5234432028d01ff054ab74f9e405.pdf,9,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/367872.pdf,14,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/7f66ac0e071bd4bb117691d05c410919.pdf,21,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/6e7a1aba74b4fbc4d9985404262e1843.pdf,21,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/9d3acb23fbd6dbbc0b9910c40514abfe.pdf,47,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/424194.pdf,36,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/777b4e11d0fffcd9cf9cb95529b375a5.pdf,16,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/b8402e7dfc14ee69cb45af910bec1812.pdf,16,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/355303.pdf,2,senato,regno_05
/media/16TB/parlamento/pdf-resoconti/355053.pdf,9,senato,regno_04
/media/16TB/parlamento/pdf-resoconti/9ee9c69d8a6ede51ba6bec23253d2497.pdf,38,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/6a6189ee536a26b5529e41bf3e58a0c8.pdf,8,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/a60084d8fe30d98a341aea6e31081662.pdf,11,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/bc4285994e32181dadecf7d9d898d4ce.pdf,19,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/356082.pdf,1,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/380101.pdf,22,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/e6ce624c838f09026e6172d8c3152a29.pdf,31,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/38e27aed1d7e8d26be25f810d3788eab.pdf,9,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/2a22ca34aa5b7d6263c7e76f357d9d5d.pdf,17,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/bbed7c05dbb7ee88cd478b8f5ff37451.pdf,27,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/423917.pdf,22,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/423089.pdf,13,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/d3fa46f666efa92645831f798588d732.pdf,58,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/a5b43d2b8f58aac2c21ffc8987e7e253.pdf,29,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/f9aeff4fe5647b85a6c02fc962818ed3.pdf,27,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/0c5c837857cd7ee39d870362d01c4c03.pdf,23,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/6c2fedb38d556627420ef6a15303fead.pdf,17,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/c1e243151835058067a5f3a2b3ebb627.pdf,45,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/27c5944518d8e18e4e8477b029b10723.pdf,22,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/51ac8e2c0f094ae189d77367f68dd197.pdf,11,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/eb75d060ca84a389939ec76d60c6f102.pdf,6,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/f41fedce42478f579a5374b31bae8e52.pdf,5,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/e523f25dd01068edeff8a5eb731218b3.pdf,38,camera,costituente
/media/16TB/parlamento/pdf-resoconti/d471ec2ebeefd8c08d45935c1bbb7447.pdf,8,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/676efaae26ad92adbde388752d88eb2f.pdf,31,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/425338.pdf,6,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/27204fe3eadac7cf2f274bb0bf279ad5.pdf,13,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/98399e8f214d22dd040036eba6abde63.pdf,1,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/424041.pdf,7,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/420380.pdf,34,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/fbe8ead3ec22545e50bc42772fa00306.pdf,13,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/87b6eba604128b437344c9f192173eda.pdf,19,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/425168.pdf,19,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/4279f5a79e91c3f8693d8ddbb09a114c.pdf,25,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/3330d646745aaa9e887d749e5dafbed8.pdf,33,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/423881.pdf,40,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/ee8abc021d084339ee0eba6c28218f57.pdf,23,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/6685fa1cf9f54ea982cb87298d01ebaa.pdf,7,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/91736335ffb1f88ad18986878f4f68ab.pdf,27,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/14a3bfe0ce9f8452bb165ca8407ee20a.pdf,21,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/9ccd92190bc9ef9d15bc6d86e043ffde.pdf,5,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/423263.pdf,50,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/56e2338556789250214741a1ec40ad73.pdf,4,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/62ae7fdca389f2a31aba0625f4ae6d97.pdf,8,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/462b953b24433587e6bca4fa43d3fe40.pdf,32,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/af65b47337124b042141c9108760384b.pdf,23,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/563d570d68b12c19ca0ace644bc7c97e.pdf,4,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/424060.pdf,1,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/d6491899decd7928dc3ba32210de2249.pdf,61,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/420372.pdf,48,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/da903bc2280055435522bc52f8108290.pdf,41,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/295b8e716c643d51e505b65895e8254e.pdf,42,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/f5a81996e66de746a2a7a40d78ef68fb.pdf,35,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/d7118e0b6f1a2afd39ad01c6f88de6cb.pdf,19,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/7001b4f6d4dec0b8ec69c7d3698052db.pdf,33,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/423215.pdf,64,senato,regno_28
